node_id,feature_id,value
0,36,1
0,46,1
0,65,1
0,215,1
0,261,1
0,565,1
0,1162,1
0,1508,1
0,1613,1
0,1641,1
0,1662,1
0,1797,1
0,1842,1
0,1988,1
0,2025,1
0,2399,1
0,2456,1
0,2521,1
0,2597,1
0,2618,1
0,2641,1
0,2902,1
0,3016,1
0,3050,1
0,3163,1
0,3268,1
0,3272,1
0,3287,1
0,3411,1
0,3447,1
0,3669,1
1,31,1
1,102,1
1,147,1
1,168,1
1,211,1
1,410,1
1,505,1
1,543,1
1,579,1
1,650,1
1,900,1
1,981,1
1,1029,1
1,1160,1
1,1329,1
1,1511,1
1,1583,1
1,1605,1
1,1842,1
1,1915,1
1,1987,1
1,2065,1
1,2085,1
1,2216,1
1,2266,1
1,2284,1
1,2374,1
1,2429,1
1,2468,1
1,2474,1
1,2544,1
1,2568,1
1,2570,1
1,2594,1
1,2609,1
1,2699,1
1,2717,1
1,2976,1
1,2977,1
1,3203,1
2,18,1
2,87,1
2,102,1
2,131,1
2,166,1
2,601,1
2,613,1
2,739,1
2,808,1
2,944,1
2,1038,1
2,1054,1
2,1172,1
2,1269,1
2,1276,1
2,1488,1
2,1545,1
2,1706,1
2,1738,1
2,2150,1
2,2344,1
2,2374,1
2,2531,1
2,2563,1
2,2568,1
2,2977,1
2,3004,1
2,3122,1
2,3145,1
2,3403,1
2,3487,1
2,3501,1
2,3554,1
2,3614,1
3,18,1
3,129,1
3,175,1
3,493,1
3,563,1
3,613,1
3,865,1
3,1261,1
3,1265,1
3,1301,1
3,1842,1
3,1846,1
3,1987,1
3,2237,1
3,2239,1
3,2241,1
3,2263,1
3,2354,1
3,2395,1
3,2689,1
3,2698,1
3,2714,1
3,2952,1
3,3034,1
3,3088,1
3,3134,1
3,3136,1
3,3149,1
3,3359,1
3,3377,1
3,3599,1
3,3632,1
4,18,1
4,53,1
4,196,1
4,565,1
4,619,1
4,745,1
4,816,1
4,824,1
4,857,1
4,957,1
4,989,1
4,1046,1
4,1090,1
4,1098,1
4,1237,1
4,1285,1
4,1611,1
4,1613,1
4,1733,1
4,1767,1
4,1797,1
4,1842,1
4,1883,1
4,1936,1
4,2250,1
4,2310,1
4,2451,1
4,2539,1
4,2576,1
4,2736,1
4,3192,1
4,3231,1
4,3278,1
4,3322,1
4,3370,1
4,3449,1
4,3609,1
4,3632,1
5,1,1
5,58,1
5,65,1
5,75,1
5,114,1
5,169,1
5,247,1
5,286,1
5,327,1
5,831,1
5,865,1
5,917,1
5,978,1
5,1177,1
5,1582,1
5,1737,1
5,2123,1
5,2143,1
5,2172,1
5,2216,1
5,2310,1
5,2429,1
5,2457,1
5,2539,1
5,2568,1
5,2604,1
5,3190,1
5,3564,1
6,18,1
6,186,1
6,547,1
6,619,1
6,731,1
6,797,1
6,798,1
6,814,1
6,1239,1
6,1244,1
6,1245,1
6,1302,1
6,1361,1
6,1548,1
6,1560,1
6,1568,1
6,1611,1
6,1618,1
6,1893,1
6,1936,1
6,1937,1
6,2010,1
6,2276,1
6,2525,1
6,2718,1
6,2741,1
6,2868,1
6,2930,1
6,3017,1
6,3346,1
6,3390,1
6,3403,1
6,3447,1
7,18,1
7,32,1
7,41,1
7,147,1
7,369,1
7,400,1
7,581,1
7,601,1
7,816,1
7,878,1
7,993,1
7,1029,1
7,1070,1
7,1191,1
7,1555,1
7,1623,1
7,1635,1
7,1719,1
7,1725,1
7,2245,1
7,2343,1
7,2460,1
7,2475,1
7,2521,1
